name,url,status,got_type,node_type
Poisons,Poisons,,,HistoriesNLore
The Bastards of Westeros,The_Bastards_of_Westeros,,,HistoriesNLore
The Westerlands,The_Westerlands_(Histories_%26_Lore),,,HistoriesNLore
The Stormlands,The_Stormlands_(Histories_%26_Lore),,,HistoriesNLore
The Riverlands,The_Riverlands_(Histories_%26_Lore),,,HistoriesNLore
The Lord of Light,The_Lord_of_Light_(Histories_%26_Lore),,,HistoriesNLore
House Tully,House_Tully_(Histories_%26_Lore),,,HistoriesNLore
The Eyrie,The_Eyrie,,Castle; Regional capital,Location
Wargs and the Sights,Wargs_and_the_Sight,,,HistoriesNLore
House Frey,House_Frey_(Histories_%26_Lore),,,HistoriesNLore
House Reed,House_Reed_(Histories_%26_Lore),,,HistoriesNLore
Old Ghis & Slaver's Bay,Old_Ghis_%26_Slaver%27s_Bay,,,HistoriesNLore
The Unsullied,The_Unsullied,,,HistoriesNLore
Nymeria,Nymeria,Deceased,,Person
Brightroar,Brightroar,Missing,,Weapon
Daughter of Nymeria and Mors Martell,Martell_(daughter_of_Mors),Deceased,,Person
Mors Martell,Mors_Martell,Deceased,,Person
House Yronwood,House_Yronwood,,,House
House Uller,House_Uller,,,House
Qarth,Qarth_(Histories_%26_Lore),,,HistoriesNLore
Daemon Sand,Daemon_Sand,Alive,,Person
Edgar Yronwood,Edgar_Yronwood,Deceased,,Person
Harrenhal,Harrenhal_(Histories_%26_Lore),,,HistoriesNLore
Dragonstone,Dragonstone_(Histories_%26_Lore),,,HistoriesNLore
The Free Folk,The_Free_Folk,,,HistoriesNLore
The Alchemists' Guild,The_Alchemists%27_Guild,,,HistoriesNLore
House Clegane,House_Clegane_(Histories_%26_Lore),,,HistoriesNLore
House Greyjoy,House_Greyjoy_(Histories_%26_Lore),,,HistoriesNLore
House Arryn,House_Arryn_(Complete_Guide_to_Westeros),,,HistoriesNLore
House Targaryen,House_Targaryen_(Complete_Guide_to_Westeros),,,HistoriesNLore
House Lannister,House_Lannister_(Complete_Guide_to_Westeros),,,HistoriesNLore
Robert's Rebellion,Robert%27s_Rebellion_(Complete_Guide_to_Westeros),,,HistoriesNLore
Valyria and the Dragons,Valyria_and_the_Dragons,,,HistoriesNLore
House Baratheon,House_Baratheon_(Complete_Guide_to_Westeros),,,HistoriesNLore
Samwell,Sam,Alive,,Person
Kyra,Kyra,Deceased,,Person
Fall of Moat Cailin,Fall_of_Moat_Cailin,,,Event
First Battle of Deepwood Motte,First_Battle_of_Deepwood_Motte,,,Event
Silverhill,Silverhill,In use,Castle,Location
House Serrett,House_Serrett,,,House
Crannogmen,Crannogmen,Active,,PersonType
Merchant captain,Merchant_captain,Deceased,,Person
Sarella Sand,Sarella_Sand,Alive,,Person
Loreza Sand,Loreza_Sand,Alive,,Person
Dorea Sand,Dorea_Sand,Alive,,Person
Obella Sand,Obella_Sand,Alive,,Person
Elia Sand,Elia_Sand,Alive,,Person
Elephants,Elephants,Active,Mammal,Animal
Brynden Tully,Brynden_Tully,Deceased,,Person
Aegor Rivers,Aegor_Rivers,Deceased,,Person
House Durrandon,House_Durrandon,,,House
House Towers,House_Towers,,,House
"The Children of the Forest, the First Men and the Andals","The_Children_of_the_Forest,_the_First_Men,_and_the_Andals",,,HistoriesNLore
Harry Strickland,Harry_Strickland,Alive,,Person
Barrowton,Barrowton,,Town,Location
House Dustin,House_Dustin,,,House
Last Hearth,Last_Hearth,In use,Castle,Location
House Frost,House_Frost,,,House
House Amber,House_Amber,,,House
House Towers,House_Towers_(North),,,House
Scorpion,Scorpion,,,Weapon
Widow's Wail,Widow%27s_Wail,With Ser  Jaime Lannister,,Weapon
Siege of Meereen,Siege_of_Meereen,,,Event
Gold Cloak,Gold_Cloak_on_the_Kingsroad,Alive,,Person
Capture of Riverrun,Capture_of_Riverrun,,,Event
Stark guard,Stark_guard_(The_Old_Gods_and_the_New),Uncertain,,Person
House Greenwood,House_Greenwood,,,House
The Warg King,Warg_King,Deceased,,Person
Karhold,Karhold,,Castle,Location
Thousand Years War,Thousand_Years_War,,,Event
First King,First_King,Deceased,,Person
Malakho,Malakho,Alive,,Person
King's Landing rioter,King%27s_Landing_rioter_2,Uncertain,,Person
King's Landing rioter,King%27s_Landing_rioter_3,Uncertain,,Person
Lannister captain,Lannister_captain,Alive,,Person
King's Landing rioter,King%27s_Landing_rioter_1,Deceased,,Person
House Bolton,House_Bolton_(Histories_%26_Lore),,,HistoriesNLore
Gold Cloak,Gold_Cloak_2_(The_Wolf_and_the_Lion),Alive,,Person
Gold Cloak,Gold_Cloak_1_(The_Wolf_and_the_Lion),Alive,,Person
Gold Cloak,Gold_Cloak_2_(Lord_Snow),Alive,,Person
Gold Cloak,Gold_Cloak_1_(Lord_Snow),Alive,,Person
Kingswood,Kingswood,,Forest,Location
Shae,Shae,Deceased,,Person
Sow's Horn,Sow%27s_Horn,,Town,Location
Rook's Rest,Rook%27s_Rest,,Coastal town,Location
Sharp Point,Sharp_Point,,Castle,Location
Stonedance,Stonedance,,Castle,Location
Driftmark,Driftmark,,Island; Castle,Location
Jon Stark,Jon_Stark,Deceased,,Person
Duskendale,Duskendale,,Port town,Location
The Whispers,The_Whispers,,Castle,Location
Stormcloud,Stormcloud,Deceased,,Animal
Arrax,Arrax,Deceased,,Animal
Vermax,Vermax,Deceased,,Animal
Seasmoke,Seasmoke,Deceased,,Animal
Sunfyre,Sunfyre,Deceased,,Animal
Last Dragon,Last_dragon,Deceased,,Animal
Caraxes,Caraxes,Deceased,,Animal
Sheepstealer,Sheepstealer,Uncertain,,Animal
Meleys,Meleys,Deceased,,Animal
Silverwing,Silverwing,Deceased,,Animal
Vermithor,Vermithor,Deceased,,Animal
Vhagar,Vhagar,Deceased,,Animal
Meraxes,Meraxes,Deceased,,Animal
Vermithrax,Vermithrax,Deceased,,Animal
Valryon,Valryon,Deceased,,Animal
Ghiscar,Ghiscar_(dragon),Deceased,,Animal
Aron Santagar,Aron_Santagar,Deceased,,Person
Quent,Quent,Uncertain,,Person
Simon Strong,Simon_Strong,Deceased,,Person
Jacks,Jacks,Uncertain,,Person
Irri,Irri,Deceased,,Person
Palla,Palla,Deceased,,Person
The Spice King,Spice_King,Deceased,,Person
High Septon,High_Septon_(Before_the_riot_of_King%27s_Landing),Deceased,,Person
Rosby,Rosby,,Castle and town,Location
Frostfangs,Frostfangs,,,Location
Antlers,Antlers,In use,Castle,Location
Guildhall of the Alchemists,Guildhall_of_the_Alchemists,,Guild headquarters,Location
Dragons,Dragons_(Histories_%26_Lore),,,HistoriesNLore
Syrax,Syrax,Deceased,,Animal
Tyraxes,Tyraxes,Deceased,,Animal
Morghul,Morghul,Deceased,,Animal
Shrykos,Shrykos,Deceased,,Animal
Lannister soldier,Lannister_soldier_2_(Dragonstone),Alive,,Person
Dreamfyre,Dreamfyre,Deceased,,Animal
The Shepherd,The_Shepherd,Deceased,,Person
Storming of the Dragonpit,Storming_of_the_Dragonpit,,,Event
Essovius,Essovius,Deceased,,Animal
Archonei,Archonei,Deceased,,Animal
Burning of Harrenhal,Burning_of_Harrenhal,,,Event
Sept of Remembrance,Sept_of_Remembrance,Destroyed,Sept,Location
Maegor I Targaryen,Maegor_Targaryen,Deceased,,Person
Burning of the ,Burning_of_the_Sept_of_Remembrance,,,Event
Copper King,Copper_King,Deceased,,Person
Hobb,Hobb_the_Hewer,Deceased,,Person
Silk King,Silk_King,Deceased,,Person
House Buckwell,House_Buckwell,,,House
Littlefinger's brothel,Littlefinger%27s_Brothel,,Brothel,Location
Thenns,Thenns,Active,,PersonType
Drennan,Drennan,Deceased,,Person
Longclaw,Longclaw,With Jon Snow,,Weapon
White Walker,White_Walker_1_(Beyond_the_Wall),Deceased,,Person
Shaggydog,Shaggydog,Deceased,,Animal
Sack of Mole's Town,Sack_of_Mole%27s_Town,,,Event
Tytos Lannister,Tytos_Lannister,Deceased,,Person
Lyman Lannister,Lyman_Lannister,Alive,,Person
Cynda Lannister,Cynda_Lannister,Alive,,Person
Dorna Lannister,Dorna_Lannister,Uncertain,,Person
Damon Lannister,Damon_Lannister,Deceased,,Person
Tommen II Lannister,Tommen_II_Lannister,Deceased,,Person
Tyland Lannister,Tyland_Lannister,Deceased,,Person
Orson Lannister,Orson_Lannister,Deceased,,Person
Forrester greatsword,Forrester_greatsword,Unknown (likely in the possession of House Whitehill ),,Weapon
Gwyn Whitehill,Gwyn_Whitehill,Alive,,Person
Elissa Forrester,Elissa_Forrester,Deceased,,Person
Talia Forrester,Talia_Forrester,Alive,,Person
Bloodsong,Bloodsong,Determinant,,Person
Loren I Lannister,Loren_I_Lannister,Deceased,,Person
Marei,Marei,Alive,,Person
Kayla,Kayla,Alive,,Person
Genna,Genna,Alive,,Person
Mirelle,Mirelle,Alive,,Person
Harys,Harys,Deceased,,Person
Beskha,Beskha,Alive,,Person
Amaya,Amaya,Deceased,,Person
Royland Degore,Royland_Degore,Determinant,,Person
Asher Forrester,Asher_Forrester,Determinant,,Person
Duncan Tuttle,Duncan_Tuttle,Determinant,,Person
Forrester-Whitehill conflict,Forrester-Whitehill_conflict,,,Event
Ambush at the Harbor,Ambush_at_the_Harbor,,,Event
Gorne and Gendel's War,Gorne_and_Gendel%27s_War,,,Event
Rodrik Forrester,Rodrik_Forrester,Determinant,,Person
Unification of the North,Unification_of_the_North,,,Event
Fall of the Night's King,Fall_of_the_Night%27s_King,,,Event
Battle of Oxcross,Battle_of_Oxcross,,,Event
Deep Ones,Deep_Ones,Extinct,Legendary- non-human intelligent race,Animal
Second Battle of Deepwood Motte,Second_Battle_of_Deepwood_Motte,,,Event
Slaver,"Slaver_(Unbowed,_Unbent,_Unbroken)",Alive,,Person
Whore,Whore_(The_Warrior),Alive,,Person
Whore,Whore_(Two_Swords),Alive,,Person
Male prostitute,Male_prostitute,Alive,,Person
Ambush at the Tuttle Farm,Ambush_at_the_Tuttle_Farm,,,Event
The Scourge,The_Scourge,Deceased,,Person
The Beast,The_Beast,Deceased,,Person
Willem Darry,Willem_Darry,Deceased,,Person
Redwyne Fleet,Redwyne_Fleet,Active,,Organization
Willem,Willem,Deceased,,Person
Gerald,Gerald,Alive,,Person
Margaery's handmaiden,Margaery%27s_handmaiden,Deceased,,Person
Salt Rock,Salt_Rock,,Town,Location
Chamber of the Painted Table,Chamber_of_the_Painted_Table,In use,Hall,Location
Obara Sand,Obara_Sand,Deceased,,Person
Coup in Dorne,Coup_in_Dorne,,,Event
Lyonel Tyrell,Lyonel_Tyrell,Deceased,,Person
Kingdom of the Iron Islands,Kingdom_of_the_Iron_Islands,,Feudal  meritocratic  elective  absolute  monarchy ; occasionally hereditary,Location
Tyrell lady,Tyrell_lady,Deceased,,Person
Colen of Greenpools,Colen,Alive,,Person
Harlen Tyrell,Harlen_Tyrell,Deceased,,Person
Sand Snakes,Sand_Snakes,Active,,Organization
Theon's master of hounds,Theon%27s_master_of_hounds,Deceased,,Person
Dancer,Dancer,Deceased,,Animal
Fury,Fury_gunnery_officer,Uncertain,,Person
Ros's dissatisfied customer,Ros%27s_dissatisfied_customer,Alive,,Person
Garth Gardener,Garth_Gardener,Deceased,,Person
Moelle,Moelle,Deceased,,Person
Maggy,Maggy,Uncertain,,Person
The Reach,The_Reach_(Histories_%26_Lore),,,HistoriesNLore
House Tyrell,House_Tyrell_(Histories_%26_Lore),,,HistoriesNLore
Assassination of Myrcella Baratheon,Assassination_of_Myrcella_Baratheon,,,Event
Captain of the Lannister archers,Captain_of_the_archers_(House_Lannister),Uncertain,,Person
Qhono,Qhono,Alive,,Person
Mockingbird,Mockingbird,,,Episode
And Now His Watch Is Ended,And_Now_His_Watch_Is_Ended,,,Episode
Unella,Unella,Uncertain,,Person
Ser Pounce,Ser_Pounce,Alive,,Animal
Court trial of Tyrion Lannister,Court_trial_of_Tyrion_Lannister,,,Event
Luthor Tyrell,Luthor_Tyrell,Deceased,,Person
Addam Marbrand,Addam_Marbrand,Alive,,Person
Gold Cloak,Gold_Cloak_2_(Eastwatch),Deceased,,Person
The Mud Gate,Mud_Gate,,Gate,Location
Scolera,Scolera,Deceased,,Person
Gold Cloak,Gold_Cloak_1_(Eastwatch),Deceased,,Person
Daemon Targaryen,Daemon_Targaryen,Deceased,,Person
Riot of King's Landing,Riot_of_King%27s_Landing,,,Event
House Reyne,House_Reyne,,,House
Sorcerer,Sorcerer,Uncertain,,Person
Flea Bottom,Flea_Bottom,,Slum district,Location
Mira Forrester,Mira_Forrester,Determinant,,Person
Old woman,Old_woman,Deceased,,Person
War for the Stepstones,War_for_the_Stepstones,,,Event
King's Landing baker,King%27s_Landing_baker,Alive,,Person
Joss,Joss_(A_Golden_Crown),Alive,,Person
Night's Watch officer,Night%27s_Watch_Officer_2,Deceased,,Person
Allana Tyrell,Allana_Tyrell,Deceased,,Person
Sera Durwell,Sera_Durwell,Alive,,Person
Alerie Tyrell,Alerie_Tyrell,Deceased,,Person
Brotherhood member,Brotherhood_member,Alive,,Person
Dickon Tarly,Dickon_Tarly,Deceased,,Person
Long Barrow,Long_Barrow,,Castle,Location
Queensgate,Queensgate,,Castle,Location
Greyguard,Greyguard,,Castle (ruined),Location
Deep Lake,Deep_Lake,,Castle,Location
Rancer,Rancer,Alive,,Person
Allo,Allo,Alive,,Person
Luke,Luke,Alive,,Person
Vorkoy,Vorkoy,Alive,,Person
Echiel,Echiel,Alive,,Person
Joby,Joby,Alive,,Person
Myk,Myk,Alive,,Person
Mink,Mink,Alive,,Person
Joe,Joe,Alive,,Person
Gordo,Gordo,Alive,,Person
Smitty,Smitty,Deceased,,Person
Niko,Niko,Alive,,Person
Bannen,Bannen,Deceased,,Person
Escan,Escan,Alive,,Person
Clydas,Clydas,Alive,,Person
Qhorin,Qhorin,Deceased,,Person
Nelugo,Nelugo,Alive,,Person
The Wars To Come,The_Wars_To_Come,,,Episode
Paxter Redwyne,Paxter_Redwyne,Alive,,Person
Nymeria Sand,Nymeria_Sand,Deceased,,Person
The Watchers on the Wall,The_Watchers_on_the_Wall,,,Episode
Elia Martell,Elia_Martell,Deceased,,Person
Wallen,Wallen,Deceased,,Person
Stiv,Stiv,Deceased,,Person
House Stark,House_Stark_(Complete_Guide_to_Westeros),,,HistoriesNLore
Assassinations at the Twins,Assassinations_at_the_Twins,,,Event
Second Siege of Riverrun,Second_Siege_of_Riverrun,,,Event
Bert,Bert,Deceased,,Person
Imry Florent,Imry_Florent,Uncertain ; participated in the Battle of the Blackwater,,Person
Edric Baratheon,Edric_Baratheon,Deceased,,Person
Tommard Baratheon,Tommard_Baratheon,Deceased,,Person
Petyr Baratheon,Petyr_Baratheon,Deceased,,Person
Pylos,Pylos,Deceased,,Person
Steffon Baratheon,Steffon_Baratheon,Deceased,,Person
Siege of Storm's End,Siege_of_Storm%27s_End,,,Event
Violet,Violet,Deceased,,Person
Tansy,Tansy,Deceased,,Person
Dareon,Dareon,Uncertain,,Person
Borcas,Borcas,Uncertain,,Person
Baratheon general,Baratheon_general,Deceased,,Person
Borba,Borba,Deceased,,Person
Harker,Harker,Deceased,,Person
Stonesnake,Stonesnake,Deceased,,Person
Casper,Casper,Uncertain,,Person
Elsera Snow,Elsera_Snow,Alive,,Person
Steffon,Steffon_(turnip_cart_driver),Alive,,Person
Protestor,Protestor,Alive,,Person
High Septon,High_Septon_(Robert%27s_Rebellion),Deceased,,Person
Child of the Forest,Child_of_the_Forest_2_(The_Children),303 AC at the cave of the Three-Eyed Raven Killed by White Walkers,,Person
Sparring boy,Sparring_boy,Alive,,Person
Night's Watch archer,Night%27s_Watch_archer,Uncertain,,Person
Jack Bulwer,Jack_Bulwer,Deceased,,Person
Kegs,Kegs,Deceased,,Person
Halder,Halder,Alive,,Person
Mully,Mully,Deceased,,Person
Lobor,Lobor,Uncertain,,Person
Hobb,Hobb,Alive,,Person
Britt Warrick,Britt_Warrick,Deceased,,Person
Hugh,Hugh_(Telltale),Uncertain,,Person
The North Grove,North_Grove,,Secluded forest settlement,Location
Todder,Todder,Alive,,Person
Ygritte,Ygritte,Deceased,,Person
Donnel Hill,Donnel_Hill,Deceased,,Person
Cooper,Cooper,Deceased,,Person
Balian,Balian,Alive,,Person
Matthar,Matthar,Alive,,Person
Mag Mar Tun Doh Weg,Mag_Mar_Tun_Doh_Weg,Deceased,,Person
Jafer Flowers,Jafer_Flowers,Deceased,,Person
Othor,Othor,Deceased,,Person
Jaremy Rykker,Jaremy_Rykker,Uncertain,,Person
Brynden Rivers,Brynden_Rivers,Deceased,,Person
Joramun,Joramun,Deceased,,Person
Ghost,Ghost,Alive,,Animal
Mole's Town,Mole%27s_Town,,Village (ruined),Location
Jaehaerys I Targaryen,Jaehaerys_I_Targaryen,Deceased,,Person
The Shadow Tower,The_Shadow_Tower,,Castle,Location
998th Lord Commander election,Choosing,,,Event
Harys Swyft,Harys_Swyft,Alive,,Person
Zalla,Zalla,,,Person
Battle of the Bells,Battle_of_the_Bells,,,Event
Massacre in King's Landing,Massacre_in_King%27s_Landing,,,Event
Siege of Casterly Rock,Siege_of_Casterly_Rock,,,Event
Mole's Town madam,Mole%27s_Town_madam,Deceased,,Person
Mikken,Mikken,Uncertain,,Person
Farlen,Farlen,Deceased,,Person
Blackwater,Blackwater,,,Episode
Jojen Reed,Jojen_Reed,Deceased,,Person
Hodor,Hodor,Deceased,,Person
Nan,Old_Nan,Deceased,,Person
Vayon Poole,Vayon_Poole,Deceased,,Person
Jory Cassel,Jory_Cassel,Deceased,,Person
Jeyne Poole,Jeyne_Poole,Uncertain,,Person
Goatherd,Goatherd_(The_Children),Alive,,Person
Jonos Bracken,Jonos_Bracken,Alive,,Person
Galbart Glover,Galbart_Glover,Deceased,,Person
Jon Umber,Greatjon_Umber,Deceased,,Person
Execution of Rickard and Brandon Stark,Execution_of_Rickard_and_Brandon_Stark,,,Event
"""Abduction"" of Lyanna Stark",Abduction_of_Lyanna_Stark,,,Event
Field of Fire,Field_of_Fire,,,Event
Wyman Manderly,Wyman_Manderly,Alive,,Person
Lynesse Hightower,Lynesse_Hightower,Alive,,Person
Domeric Bolton,Domeric_Bolton,Deceased,,Person
Royce IV Bolton,Royce_IV_Bolton,Deceased,,Person
Castle Cerwyn,Castle_Cerwyn,,Castle,Location
Hornwood,Hornwood,,Castle,Location
Master Torturer,Master_Torturer,Deceased,,Person
Rogar Bolton,Rogar_Bolton,Deceased,,Person
Heward,Heward,Deceased,,Person
King's Landing whore,King%27s_Landing_whore_(Lord_Snow),Alive,,Person
Tregar Ormollen,Tregar_Ormollen,Alive,,Person
Son of Roose and Walda Bolton,Bolton_(son_of_Roose),Deceased,,Person
Baratheon officer,Baratheon_officer,Deceased,,Person
Trial of Petyr Baelish,Trial_of_Petyr_Baelish,,,Event
Yohn Royce,Yohn_Royce,Alive,,Person
Assassination at Winterfell,Assassination_at_Winterfell,,,Event
Myranda,Myranda,Deceased,,Person
Walda Bolton,Walda_Bolton,Deceased,,Person
Craster's Keep,Craster%27s_Keep,,Fortified homestead,Location
Mutiny at Craster's Keep,Mutiny_at_Craster%27s_Keep,,,Event
Robin Arryn,Robin_Arryn,Alive,,Person
Battle of the Fist of the First Men,Battle_of_the_Fist_of_the_First_Men,,,Event
Fall of Winterfell,Fall_of_Winterfell,,,Event
Will,Will,Deceased,,Person
Gared,Gared,Deceased,,Person
Waymar Royce,Waymar_Royce,Deceased,,Person
Assassination at the Tower of the Hand,Assassination_at_the_Tower_of_the_Hand,,,Event
Second Trial by Combat of Tyrion Lannister,Second_Trial_by_Combat_of_Tyrion_Lannister,,,Event
Rossart,Rossart,Deceased,,Person
Qarlton Chelsted,Qarlton_Chelsted,,,Person
Jon Connington,Jon_Connington,Deceased,,Person
Trystane Martell,Trystane_Martell,Deceased,,Person
Doran Martell,Doran_Martell,Deceased,,Person
Lyanna Stark,Lyanna_Stark,Deceased,,Person
Rickard Stark,Rickard_Stark,Deceased,,Person
Confrontation in the Water Gardens,Confrontation_in_the_Water_Gardens,,,Event
Cregan Stark,Cregan_Stark,Deceased,,Person
Osric Stark,Osric_Stark,Deceased,,Person
Torrhen Stark,Torrhen_Stark,Deceased,,Person
Rickard Stark,Rickard_Stark_(King),Deceased,,Person
Dorren Stark,Dorren_Stark,Deceased,,Person
Theon Stark,Theon_Stark,Deceased,,Person
Karlon Stark,Karlon_Stark,Deceased,,Person
Rodrik Stark,Rodrik_Stark,Deceased,,Person
Brandon Stark,Brandon_Stark_(the_Breaker),Deceased,,Person
Baelor,Baelor,,,Episode
Mad King Aerys,Mad_King_Aerys_(Complete_Guide_to_Westeros),,,HistoriesNLore
The History of the Night's Watch,The_History_of_the_Night%27s_Watch,,,HistoriesNLore
Maege Mormont,Maege_Mormont,Deceased,,Person
What Is Dead May Never Die,What_Is_Dead_May_Never_Die,,,Episode
Fire and Blood,Fire_and_Blood,,,Episode
Rickard Karstark,Rickard_Karstark,Deceased,,Person
Torrhen Karstark,Torrhen_Karstark,Deceased,,Person
Olyvar Frey,Olyvar_Frey,Uncertain,,Person
Wendel Manderly,Wendel_Manderly,Deceased,,Person
Oathkeeper,Oathkeeper_(sword),With Brienne of Tarth,,Weapon
Haunted Forest,Haunted_Forest,,Forest,Location
Mutiny at Castle Black,Mutiny_at_Castle_Black,,,Event
Jeor Mormont,Jeor_Mormont,Deceased,,Person
Bald Dragonstone servant,Bald_Dragonstone_servant,Likely Deceased,,Person
Cotter,Cotter,Deceased,,Person
Rast,Rast,Deceased,,Person
Karl Tanner,Karl_Tanner,Deceased,,Person
Erik,Erik,Determinant,,Person
Finn,Finn,Determinant,,Person
Gared Tuttle,Gared_Tuttle,Alive,,Person
Mance Rayder,Mance_Rayder,Deceased,,Person
Night's Watch officer,Night%27s_Watch_officer,Uncertain,,Person
Night's Watch messenger,Night%27s_Watch_messenger,Alive,,Person
King's Landing urchin,King%27s_Landing_urchin,Alive,,Person
Olly,Olly,Deceased,,Person
Night's Watch man,Night%27s_Watch_man_(Baelor),Alive,,Person
Yoren,Yoren,Deceased,,Person
Grenn,Grenn,Deceased,,Person
Pypar,Pypar,Deceased,,Person
Othell Yarwyck,Othell_Yarwyck,Deceased,,Person
Bowen Marsh,Bowen_Marsh,Deceased,,Person
Endrew Tarth,Endrew_Tarth,Alive,,Person
Cotter Pyke,Cotter_Pyke,Uncertain,,Person
Denys Mallister,Denys_Mallister,Alive,,Person
Alliser Thorne,Alliser_Thorne,Deceased,,Person
Royal Fleet,Royal_Fleet,Active,Royal fleet,Organization
Eddison Tollett,Eddison_Tollett,Alive,,Person
Janos Slynt,Janos_Slynt,Deceased,,Person
Guymon,Guymon,Deceased,,Person
Olly's mother,Olly%27s_mother,Deceased,,Person
Winterfell shepherd,Winterfell_shepherd,Deceased,,Person
Billy,Billy,Deceased,,Person
The Wolf and the Lion,The_Wolf_and_the_Lion,,,Episode
Ramsay Bolton,Ramsay_Bolton,Deceased,,Person
Jack,Jack,Deceased,,Person
Lorren,Lorren,Deceased,,Person
Torrhen's Square,Torrhen%27s_Square,,Castle,Location
Execution of Eddard Stark,Execution_of_Eddard_Stark,,,Event
Rodrik Cassel,Rodrik_Cassel,Deceased,,Person
Derek,Derek,Alive,,Person
Summer,Summer,Deceased,,Animal
Catspaw assassin,Catspaw_assassin,Deceased,,Person
Jon Arryn,Jon_Arryn,Deceased,,Person
Lysa Arryn,Lysa_Arryn,Deceased,,Person
Dagmer,Dagmer,Deceased,,Person
Garden of Bones,Garden_of_Bones_(Qarth),,Desert,Location
Hall of a Thousand Thrones,Hall_of_a_Thousand_Thrones,,Government headquarters,Location
Winter Is Coming,Winter_Is_Coming,,,Episode
Rickon Stark,Rickon_Stark,Deceased,,Person
Civic Guard,Civic_Guard,Active,City watch,Organization
Brant,Brant,Alive,,Person
Wyl,Wyl_(House_Stark),Deceased,,Person
Pentoshi servant,Pentoshi_servant,Alive,,Person
The Thirteen,The_Thirteen,Disbanded,Plutocractic ruling council,Organization
Xaro Xhoan Daxos,Xaro_Xhoan_Daxos,Deceased,,Person
House of the Undying,House_of_the_Undying,Active,Sect headquarters,House
Pyat Pree,Pyat_Pree,Deceased,,Person
Warlock,Unidentified_Warlock,Alive,,Person
Sack of Winterfell,Sack_of_Winterfell,,,Event
Rhaenys Targaryen,Rhaenys_Targaryen_(daughter_of_Rhaegar),Deceased,,Person
The Warlocks,The_Warlocks,,,HistoriesNLore
Rhaella Targaryen,Rhaella_Targaryen,Deceased,,Person
Osha,Osha,Deceased,,Person
Caleotte,Caleotte,Deceased,,Person
Ortengryn,Ortengryn,Deceased,,Person
Peremore Hightower,Peremore_Hightower,Deceased,,Person
Marlon,Marlon,Alive,,Person
Ch'Vyalthan,Ch%27Vyalthan,Deceased,,Person
Aemon,Aemon,Deceased,,Person
Helliweg,Helliweg,Alive,,Person
Ebrose,Ebrose,Alive,,Person
The Order of the Maesters,The_Order_of_the_Maesters,,,HistoriesNLore
The Conclave,Conclave,Active,Ruling council,Organization
Randyll Tarly,Randyll_Tarly,Deceased,,Person
Manticores,Manticores,Active,Insect,Animal
Dwarf hunter,Dwarf_hunter_2,Alive,,Person
Dwarf hunter,Dwarf_hunter_1,Alive,,Person
Dwarf,Dwarf_1,Deceased,,Person
Bruni,Bruni,Deceased,,Person
Steelshanks,Steelshanks,Uncertain,,Person
Pycelle,Pycelle,Deceased,,Person
Talisa Maegyr,Talisa_Stark,Deceased,,Person
Roose Bolton,Roose_Bolton,Deceased,,Person
The Citadel,The_Citadel,,Lighthouse; Order headquarters and Training center,Location
Rakharo,Rakharo,Deceased,,Person
The Kingsroad,The_Kingsroad,,,Episode
Kovarro,Kovarro,Alive,,Person
House Cuy,House_Cuy,,,House
Emmon Cuy,Emmon_Cuy,Deceased,,Person
Sandhu,Sandhu,Alive,,Person
Weyland,Weyland,Deceased,,Person
Viserys Targaryen,Viserys_Targaryen,Deceased,,Person
Locke,Locke,Deceased,,Person
Robar Royce,Robar_Royce,Deceased,,Person
Standoff at the Great Sept of Baelor,Standoff_at_the_Great_Sept_of_Baelor,,,Event
Gwayne Gaunt,Gwayne_Gaunt,Deceased,,Person
Jonothor Darry,Jonothor_Darry,Deceased,,Person
Defiance of Duskendale,Defiance_of_Duskendale,,,Event
Battle of the Trident,Battle_of_the_Trident,,,Event
Sack of King's Landing,Sack_of_King%27s_Landing,,,Event
Lewyn Martell,Lewyn_Martell,Deceased,,Person
Oswell Whent,Oswell_Whent,Deceased,,Person
Gerardys,Gerardys,Deceased,,Person
Howland Reed,Howland_Reed,Alive,,Person
Bharbo,Bharbo,Deceased,,Person
Tragedy at Summerhall,Tragedy_at_Summerhall,,,Event
Duncan Targaryen,Duncan_Targaryen,Deceased,,Person
Duncan,Duncan_the_Tall,Deceased,,Person
Aerion Targaryen,Aerion_Targaryen,Deceased,,Person
Willem Wylde,Willem_Wylde,Deceased,,Person
Aegon V Targaryen,Aegon_V_Targaryen,Deceased,,Person
Lord Snow,Lord_Snow,,,Episode
A Golden Crown,A_Golden_Crown,,,Episode
Gwayne Corbray,Gwayne_Corbray,Deceased,,Person
Daeron II Targaryen,Daeron_II_Targaryen,Deceased,,Person
Terrence Toyne,Terrence_Toyne,Deceased,,Person
Aemon Targaryen,Aemon_Targaryen_(Dragonknight),Deceased,,Person
Marston Waters,Marston_Waters,Deceased,,Person
Erryk Cargyll,Erryk_Cargyll,Deceased,,Person
Aegon IV Targaryen,Aegon_IV_Targaryen,Deceased,,Person
Arryk Cargyll,Arryk_Cargyll,Deceased,,Person
Bessie,Bessie,,,Person
Rhaenyra Targaryen,Rhaenyra_Targaryen,Deceased,,Person
Criston Cole,Criston_Cole,Deceased,,Person
Aegon II Targaryen,Aegon_II_Targaryen,Deceased,,Person
Viserys I Targaryen,Viserys_I_Targaryen,Deceased,,Person
Ironborn,Ironborn_2_(The_Door),Alive,,Person
